generation	size_of_nonrec_region
0	0
25	0
50	0
75	0
100	0
125	0
150	0
175	0
200	0
225	0
250	0
275	0
300	0
325	0
350	0
375	0
400	0
425	0
450	0
475	0
500	0
525	0
550	0
575	0
600	0
625	0
650	0
675	0
700	0
725	0
750	0
775	0
800	0
825	0
850	0
875	0
900	0
925	0
950	0
975	0
1000	0
1025	0
1050	0
1075	0
1100	0
1125	0
1150	0
1175	0
1200	0
1225	0
1250	0
1275	0
1300	0
1325	0
1350	0
1375	0
1400	0
1425	0
1450	0
1475	0
1500	0
1525	0
1550	0
1575	1000
1600	1000
1625	1000
1650	1000
1675	1000
1700	1000
1725	1000
1750	1000
1775	1000
1800	1000
1825	1000
1850	1000
1875	1000
1900	1000
1925	1000
1950	1000
1975	1000
2000	1000
2025	1000
2050	1000
2075	1000
2100	1000
2125	1000
2150	1000
2175	1000
2200	1000
2225	1000
2250	1000
2275	1000
2300	1000
2325	1000
2350	1000
2375	1000
2400	1000
2425	1000
2450	1000
2475	1000
2500	1000
2525	1000
2550	1000
2575	1000
2600	1000
2625	1000
2650	1000
2675	1000
2700	1000
2725	1000
2750	1000
2775	1000
2800	1000
2825	1000
2850	1000
2875	1000
2900	1000
2925	1000
2950	2858
2975	2858
3000	2858
3025	2858
3050	2858
3075	2858
3100	2858
3125	2858
3150	2858
3175	2858
3200	2858
3225	2858
3250	2858
3275	0
3300	2858
3325	2858
3350	2858
3375	2858
3400	2858
3425	2858
3450	2858
3475	2858
3500	2858
3525	2858
3550	2858
3575	2858
3600	2858
3625	2858
3650	2858
3675	4419
3700	4419
3725	4419
3750	4419
3775	4419
3800	4419
3825	4419
3850	4419
3875	4419
3900	4419
3925	4419
3950	4419
3975	4419
4000	4419
4025	4419
4050	4419
4075	4419
4100	4419
4125	4419
4150	4419
4175	4419
4200	4419
4225	4419
4250	4419
4275	4419
4300	1000
4325	4419
4350	4419
4375	4419
4400	4419
4425	4419
4450	4419
4475	1000
4500	1000
4525	4419
4550	4419
4575	4419
4600	4419
4625	4419
4650	4419
4675	4419
4700	4419
4725	4419
4750	4419
4775	4419
4800	4419
4825	4419
4850	4419
4875	4419
4900	4419
4925	4419
4950	4419
4975	4419
5000	4419
5025	4419
5050	4419
5075	4419
5100	4419
5125	4419
5150	4419
5175	4419
5200	4419
5225	4419
5250	4419
5275	4419
5300	4419
5325	4419
5350	4419
5375	4419
5400	4419
5425	4419
5450	4419
5475	4419
5500	4419
5525	4419
5550	4419
5575	4419
5600	4419
5625	4419
5650	4419
5675	4419
5700	4419
5725	4419
5750	4419
5775	4419
5800	4419
5825	4419
5850	4419
5875	4419
5900	4419
5925	4419
5950	4419
5975	4419
6000	4419
6025	4419
6050	4419
6075	4419
6100	4419
6125	4419
6150	4419
6175	4419
6200	4419
6225	4419
6250	4419
6275	4419
6300	4419
6325	4419
6350	4419
6375	4419
6400	4419
6425	4419
6450	4419
6475	4419
6500	4419
6525	4419
6550	4419
6575	4419
6600	4419
6625	4419
6650	4419
6675	4419
6700	4419
6725	4419
6750	4419
6775	4419
6800	4419
6825	4419
6850	4419
6875	4419
6900	4419
6925	4419
6950	4419
6975	4419
7000	4419
7025	4419
7050	4419
7075	4419
7100	4419
7125	4419
7150	4419
7175	4419
7200	4419
7225	4419
7250	4419
7275	4419
7300	4419
7325	4419
7350	4419
7375	4419
7400	4419
7425	4419
7450	4419
7475	6076
7500	6076
7525	6076
7550	6076
7575	6076
7600	6076
7625	6076
7650	6076
7675	6076
7700	6076
7725	6076
7750	6076
7775	6076
7800	6076
7825	6076
7850	6076
7875	6076
7900	6076
7925	6076
7950	6076
7975	6076
8000	6076
8025	6076
8050	6076
8075	6076
8100	6076
8125	6076
8150	6076
8175	6076
8200	6076
8225	6076
8250	6076
8275	6076
8300	6076
8325	6076
8350	6076
8375	6076
8400	6076
8425	6076
8450	6608
8475	6608
8500	6608
8525	6608
8550	6846
8575	6846
8600	6846
8625	6846
8650	6846
8675	6846
8700	6846
8725	6846
8750	6846
8775	6846
8800	6846
8825	6846
8850	0
8875	0
8900	0
8925	6846
8950	6846
8975	0
9000	0
9025	6846
9050	6846
9075	6846
9100	6846
9125	6846
9150	6846
9175	6846
9200	6846
9225	6846
9250	6846
9275	6846
9300	6846
9325	6846
9350	6846
9375	6846
9400	6846
9425	6846
9450	6846
9475	6846
9500	6846
9525	6846
9550	6846
9575	6846
9600	6846
9625	6846
9650	6846
9675	6846
9700	6846
9725	6846
9750	6846
9775	6846
9800	6846
9825	6846
9850	6846
9875	6846
9900	6846
9925	6846
9950	6846
9975	6846
10000	6846
