generation	size_of_nonrec_region
0	0
25	0
50	0
75	0
100	0
125	0
150	0
175	0
200	0
225	0
250	0
275	0
300	0
325	0
350	0
375	0
400	0
425	0
450	0
475	0
500	0
525	0
550	0
575	0
600	0
625	0
650	0
675	0
700	0
725	0
750	0
775	0
800	0
825	0
850	0
875	0
900	0
925	0
950	0
975	0
1000	0
1025	0
1050	0
1075	0
1100	0
1125	0
1150	0
1175	0
1200	0
1225	0
1250	0
1275	0
1300	0
1325	0
1350	0
1375	0
1400	0
1425	0
1450	0
1475	0
1500	0
1525	0
1550	0
1575	0
1600	0
1625	0
1650	0
1675	0
1700	0
1725	0
1750	0
1775	0
1800	0
1825	0
1850	0
1875	0
1900	0
1925	0
1950	0
1975	0
2000	0
2025	0
2050	0
2075	0
2100	0
2125	0
2150	0
2175	0
2200	0
2225	0
2250	0
2275	0
2300	0
2325	0
2350	0
2375	0
2400	0
2425	0
2450	0
2475	0
2500	0
2525	0
2550	0
2575	0
2600	0
2625	0
2650	0
2675	0
2700	0
2725	0
2750	0
2775	0
2800	0
2825	0
2850	0
2875	0
2900	0
2925	0
2950	0
2975	0
3000	0
3025	13204
3050	13204
3075	13204
3100	13204
3125	13204
3150	13204
3175	13204
3200	13204
3225	13204
3250	13204
3275	13204
3300	13204
3325	13204
3350	13204
3375	13204
3400	13204
3425	13204
3450	13204
3475	13204
3500	13204
3525	13204
3550	13204
3575	13204
3600	13204
3625	13204
3650	13204
3675	13204
3700	13204
3725	13204
3750	13204
3775	13204
3800	13204
3825	13204
3850	13204
3875	13204
3900	13204
3925	13204
3950	13204
3975	13204
4000	13204
4025	13204
4050	13204
4075	13204
4100	13204
4125	13204
4150	13204
4175	13204
4200	13204
4225	13204
4250	13204
4275	13204
4300	13204
4325	13204
4350	13204
4375	13204
4400	13204
4425	13204
4450	13204
4475	13204
4500	13204
4525	13204
4550	13204
4575	13204
4600	13204
4625	13204
4650	13204
4675	13204
4700	13204
4725	13204
4750	13204
4775	13204
4800	13204
4825	13204
4850	13204
4875	13204
4900	13204
4925	13204
4950	13204
4975	13204
5000	13204
5025	13204
5050	13204
5075	13204
5100	13204
5125	13204
5150	13204
5175	13204
5200	13204
5225	13204
5250	13204
5275	13204
5300	13204
5325	13204
5350	13204
5375	13204
5400	13204
5425	13204
5450	13204
5475	13204
5500	13204
5525	13204
5550	13204
5575	13204
5600	13204
5625	13204
5650	13204
5675	13204
5700	13204
5725	13204
5750	13204
5775	13204
5800	13204
5825	13204
5850	13204
5875	13204
5900	13204
5925	13204
5950	13204
5975	13204
6000	13204
6025	13204
6050	13204
6075	13204
6100	13204
6125	13204
6150	13204
6175	13204
6200	13204
6225	13204
6250	13204
6275	13204
6300	13204
6325	13204
6350	13204
6375	13204
6400	13204
6425	13204
6450	13204
6475	13204
6500	13204
6525	13204
6550	13204
6575	13204
6600	13204
6625	13204
6650	13204
6675	13204
6700	13204
6725	13204
6750	13204
6775	13204
6800	13204
6825	13204
6850	13204
6875	13204
6900	13204
6925	13204
6950	13204
6975	13204
7000	13204
7025	13204
7050	13204
7075	13204
7100	13204
7125	13204
7150	13204
7175	13204
7200	13204
7225	13204
7250	13204
7275	13204
7300	13204
7325	13204
7350	13204
7375	13204
7400	13204
7425	13204
7450	13204
7475	13204
7500	13204
7525	13204
7550	13204
7575	13204
7600	13204
7625	13204
7650	13204
7675	13204
7700	13204
7725	13204
7750	13204
7775	13204
7800	13204
7825	13204
7850	13204
7875	13204
7900	13204
7925	13204
7950	13204
7975	13204
8000	13204
8025	13204
8050	13204
8075	13204
8100	13204
8125	13204
8150	13204
8175	13204
8200	13204
8225	13204
8250	13204
8275	13204
8300	13204
8325	13204
8350	13204
8375	13204
8400	13204
8425	13204
8450	13204
8475	13204
8500	13204
8525	13204
8550	13204
8575	13204
8600	13204
8625	13204
8650	13204
8675	13204
8700	13204
8725	13204
8750	13204
8775	13204
8800	13204
8825	13204
8850	13204
8875	13204
8900	13204
8925	13204
8950	13204
8975	13204
9000	13204
9025	13204
9050	13204
9075	13204
9100	13204
9125	13204
9150	13204
9175	13204
9200	13204
9225	13204
9250	13204
9275	13204
9300	13204
9325	13204
9350	13204
9375	13204
9400	13204
9425	13204
9450	13204
9475	13204
9500	13204
9525	13204
9550	13204
9575	13204
9600	13204
9625	13204
9650	13204
9675	13204
9700	13204
9725	13204
9750	13204
9775	13204
9800	13204
9825	13204
9850	13204
9875	13204
9900	13204
9925	13204
9950	13204
9975	13204
10000	13204
