	site
generation	N_variants	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900
0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	7	0.0	0.006	0.006	0.0	0.005	0.006	0.001	0.0	0.0	0.005	0.005	0.0	0.0	0.005	0.005	0.0	0.00455	0.00455
200	8	0.0	0.005	0.005	0.0	0.006500000000000001	0.006500000000000001	0.0025	0.0025	0.0	0.005	0.005	0.0	0.0	0.01	0.01	0.0	0.0	0.0
300	12	0.0	0.0095	0.0095	0.0	0.01	0.014499999999999999	0.0045000000000000005	0.0	0.0	0.005	0.005	0.005	0.005	0.013500000000000002	0.013500000000000002	0.0	0.0	0.005
400	15	0.005	0.015	0.015	0.0	0.015	0.025	0.01	0.0	0.0	0.005	0.005	0.005	0.01	0.025	0.025	0.005	0.0	0.0125
500	16	0.0005	0.014499999999999999	0.013999999999999999	0.0	0.005	0.01	0.005	0.0005	0.0005	0.005	0.005	0.0	0.0	0.01	0.02	0.01	0.0	0.01
600	16	0.01	0.015	0.01	0.0	0.005	0.01	0.006	0.001	0.001	0.006	0.005	0.0	0.0	0.01	0.02	0.01	0.0	0.0055000000000000005
700	15	0.01	0.006999999999999999	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.005	0.0055000000000000005	0.0055000000000000005	0.023	0.018500000000000003	0.0005	0.005
800	16	0.02	0.015	0.005	0.0015	0.0015	0.0	0.005	0.005	0.0	0.005	0.005	0.005	0.005	0.005	0.02	0.015	0.0	0.005
900	17	0.025	0.015	0.005	0.0	0.0	0.0	0.0	0.005	0.005	0.005	0.005	0.015	0.015	0.015	0.03	0.015	0.0	0.005
1000	12	0.026500000000000003	0.021	0.0155	0.0055000000000000005	0.0	0.0	0.0045000000000000005	0.014499999999999999	0.011000000000000001	0.006999999999999999	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1100	13	0.0225	0.018	0.014499999999999999	0.0055000000000000005	0.0	0.0	0.00545	0.01295	0.0075	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1200	15	0.0355	0.03	0.02	0.01	0.0	0.0	0.014499999999999999	0.025	0.020499999999999997	0.025	0.015	0.0	0.0	0.0	0.0	0.0034999999999999996	0.0034999999999999996	0.0
1300	20	0.038	0.0275	0.017	0.0085	0.0	0.001	0.01985	0.027350000000000003	0.017	0.023000000000000003	0.0215	0.006999999999999999	0.0	0.0	0.0	0.0	0.0	0.0
1400	19	0.045	0.025	0.01	0.005	0.0	0.0	0.015	0.02	0.01	0.025	0.02	0.0	0.0	0.006200000000000001	0.006200000000000001	0.0034999999999999996	0.0034999999999999996	0.0
1500	21	0.028500000000000004	0.0171	0.010700000000000001	0.005	0.002	0.002	0.005	0.014300000000000002	0.014300000000000002	0.0292	0.0242	0.0	0.0	0.008	0.008	0.0040999999999999995	0.008199999999999999	0.0040999999999999995
1600	19	0.02	0.02	0.02	0.01	0.005	0.005	0.0045	0.014499999999999999	0.015	0.029500000000000002	0.0245	0.0	0.001	0.001	0.0	0.0	0.0	0.0
1700	19	0.02	0.02	0.02	0.01	0.005	0.005	0.0	0.01	0.015	0.0255	0.020499999999999997	0.0	0.005	0.005	0.0	0.005	0.005	0.0
1800	23	0.02	0.02	0.02	0.015	0.01	0.005	0.005	0.015	0.015	0.025	0.025	0.005	0.0045	0.0095	0.005	0.0055000000000000005	0.0055000000000000005	0.0025
1900	20	0.022000000000000002	0.022	0.020500000000000004	0.0125	0.004	0.004	0.0	0.008	0.012000000000000002	0.024	0.02	0.0	0.005	0.005	0.0034999999999999996	0.0034999999999999996	0.0	0.0
2000	8	0.01	0.01	0.0005	0.0005	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.005	0.01	0.005	0.0	0.0	0.0
