	site
generation	N_variants	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	nan	nan	nan	nan
100	8	0.1378205128205129	nan	nan	0.025641025641025664	0.025641025641025664	0.42857142857142855	0.33928571428571436	0.1378205128205129	0.025641025641025664	0.3333333333333333	0.3333333333333333	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan
200	7	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.1929824561403508	0.03913630229419699	0.025641025641025664	nan	nan	nan	nan	nan
300	10	nan	0.0	0.0	nan	nan	nan	0.3333333333333333	0.13813813813813816	0.1238738738738739	0.24924924924924927	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	0.3333333333333333	0.3333333333333333	nan	nan
400	12	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.47619047619047616	0.5238095238095237	0.31182795698924726	0.5094726062467997	0.7619047619047618	0.9047619047619047	0.1794871794871795	0.1794871794871795	nan	nan
500	16	0.05263157894736832	0.11111111111111105	0.22222222222222218	0.3333333333333333	nan	nan	nan	0.3333333333333333	0.5	0.5555555555555555	0.3333333333333333	0.5555555555555555	0.8333333333333333	1.0	0.42857142857142855	0.42857142857142855	nan	0.3333333333333333
600	14	nan	nan	0.2903225806451612	0.2903225806451612	nan	nan	nan	0.0025062656641602365	0.07446034440941048	0.20872072654755158	0.3333333333333333	0.5555555555555555	0.8333333333333333	1.0	0.3333333333333333	0.3333333333333333	nan	0.3333333333333333
700	23	0.025641025641025664	nan	0.2539184952978057	0.2539184952978057	0.2803901079763149	0.3068617206548241	0.3333333333333333	0.0025062656641602365	0.10346454371222165	0.17425690924142934	0.21643231320650672	0.5094726062467997	0.7204968944099377	0.8219461697722567	0.2929292929292929	0.2929292929292929	nan	0.17748917748917745
800	22	0.16554054054054065	0.11890736890736898	0.1794871794871795	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.13813813813813816	0.14954954954954955	0.26666666666666666	0.3333333333333333	0.2222222222222222	0.2222222222222222	nan	0.0
900	14	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.025641025641025664	0.1794871794871795	0.2564102564102564	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	0.7391304347826086	0.7391304347826086	nan	0.10714285714285711
1000	19	nan	0.42857142857142855	0.42857142857142855	0.3793103448275862	0.36606811801472533	0.3594470046082949	0.3793103448275862	0.3486590038314176	0.32258064516129026	0.3189964157706093	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.7777777777777777	1.0	nan	0.2271062271062271
1100	13	nan	0.2539184952978057	0.2539184952978057	nan	0.23076923076923075	0.23076923076923075	nan	0.23076923076923075	0.2717948717948718	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
1200	14	nan	nan	nan	0.028213166144200722	0.012290391600736464	0.011433011433011444	0.025641025641025664	0.0043290043290046204	0.16883116883116897	0.3333333333333333	0.3333333333333333	0.005714285714285593	0.005714285714285593	nan	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
