	site
generation	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950
0	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05
100	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	9.999880952380953e-06	9.953750000000004e-06	9.90321428571429e-06	9.944642857142858e-06	9.991190476190477e-06	9.992023809523812e-06	9.969761904761911e-06	9.898809523809529e-06	9.905952380952384e-06	9.980773809523812e-06	1.0000000000000003e-05	9.997916666666668e-06	9.993809523809525e-06	9.995416666666668e-06	9.999523809523814e-06
200	9.871140552995394e-06	9.918145161290327e-06	9.986520737327191e-06	1.0000000000000004e-05	9.999423963133643e-06	9.898732718894016e-06	9.80322580645162e-06	9.901267281105994e-06	9.99735023041475e-06	9.998963133640555e-06	9.978398617511524e-06	9.903110599078346e-06	9.911923963133645e-06	9.98824884792627e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05
300	9.910658482142863e-06	9.931250000000006e-06	9.871484375000007e-06	9.864732142857146e-06	9.963113839285718e-06	9.892131696428576e-06	9.802343750000006e-06	9.907868303571433e-06	9.998158482142862e-06	1.0000000000000004e-05	9.984877232142864e-06	9.913281250000004e-06	9.914062500000003e-06	9.967075892857147e-06	9.958928571428578e-06	9.975892857142863e-06	9.974441964285717e-06	9.942187500000004e-06	9.954966517857149e-06
400	9.79448529411765e-06	9.888813025210089e-06	9.922321428571433e-06	9.90346638655463e-06	9.962237394957991e-06	9.907247899159667e-06	9.790336134453785e-06	9.812867647058828e-06	9.909978991596646e-06	9.979884453781522e-06	9.985399159663872e-06	9.915126050420174e-06	9.914600840336142e-06	9.946953781512612e-06	9.905724789915974e-06	9.940861344537824e-06	9.99548319327732e-06	9.99705882352942e-06	9.998792016806733e-06
500	9.785599078341017e-06	9.88796082949309e-06	9.914343317972354e-06	9.90345622119816e-06	9.963940092165905e-06	6.716129032258066e-06	5.076900921658988e-06	8.247638248847927e-06	9.817972350230416e-06	9.920103686635949e-06	9.998444700460834e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	9.957200460829498e-06	9.902073732718896e-06	9.933352534562216e-06
600	1.0000000000000004e-05	9.963018433179729e-06	9.844009216589864e-06	9.833755760368667e-06	9.95230414746544e-06	9.905990783410142e-06	9.804838709677422e-06	9.88951612903226e-06	9.930414746543783e-06	9.904493087557608e-06	9.965207373271892e-06	9.979377880184338e-06	9.906048387096779e-06	9.905126728110601e-06	9.974596774193555e-06	9.996140552995395e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05
700	1.0000000000000004e-05	9.957142857142865e-06	9.842511520737327e-06	9.842857142857147e-06	9.956912442396315e-06	9.913364055299544e-06	9.801555299539176e-06	9.873905529953921e-06	9.934331797235025e-06	9.922407834101386e-06	9.974366359447007e-06	9.979262672811062e-06	9.9020737327189e-06	9.907834101382491e-06	9.985023041474658e-06	9.966877880184334e-06	9.90259216589862e-06	9.926670506912446e-06	9.990956221198161e-06
800	1.0000000000000003e-05	9.965357142857148e-06	9.838452380952383e-06	9.834642857142859e-06	9.925952380952383e-06	9.903750000000003e-06	9.935595238095239e-06	9.98119047619048e-06	9.919345238095242e-06	9.915059523809525e-06	9.980654761904764e-06	9.981964285714288e-06	9.909940476190479e-06	9.918035714285716e-06	9.990059523809526e-06	9.965119047619051e-06	9.867321428571431e-06	9.839761904761907e-06	9.910773809523816e-06
900	1.0000000000000004e-05	9.962667410714292e-06	9.858816964285716e-06	9.84045758928572e-06	9.915625000000006e-06	9.82131696428572e-06	9.82868303571429e-06	9.970982142857147e-06	9.927957589285718e-06	9.907700892857147e-06	9.97204241071429e-06	9.974665178571432e-06	9.904017857142863e-06	9.925334821428575e-06	9.995982142857148e-06	1.0000000000000004e-05	9.958872767857148e-06	9.905859375000001e-06	9.919084821428574e-06
1000	1.0000000000000003e-05	9.966607142857148e-06	9.836369047619049e-06	9.83339285714286e-06	9.92559523809524e-06	9.826250000000003e-06	9.838035714285717e-06	9.959880952380955e-06	9.923154761904765e-06	9.913869047619049e-06	9.976845238095241e-06	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05
1100	1.0000000000000004e-05	9.973156682027659e-06	9.855817972350236e-06	9.785311059907836e-06	9.794585253456225e-06	9.777304147465442e-06	9.865725806451615e-06	9.968317972350236e-06	9.932891705069129e-06	9.924942396313367e-06	9.98001152073733e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	9.99567972350231e-06	9.988018433179726e-06	9.986578341013828e-06
1200	1.0000000000000004e-05	9.996947004608297e-06	9.924711981566824e-06	9.810599078341016e-06	9.742223502304149e-06	9.720161290322583e-06	9.833064516129036e-06	9.953629032258067e-06	9.917050691244244e-06	9.918663594470051e-06	9.982949308755764e-06	1.0000000000000004e-05	1.0000000000000004e-05	9.997119815668208e-06	9.944297235023048e-06	9.922235023041479e-06	9.972983870967745e-06	9.996774193548392e-06	9.998847926267286e-06
1300	9.992972350230418e-06	9.922350230414749e-06	9.82649769585254e-06	9.779032258064522e-06	9.631912442396316e-06	9.406797235023048e-06	9.594758064516131e-06	9.918548387096777e-06	9.913133640553e-06	9.915207373271894e-06	9.982661290322584e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	9.961232718894014e-06	9.902188940092168e-06	9.936866359447007e-06	9.941013824884795e-06	9.861578341013825e-06
1400	9.944815668202772e-06	9.911635944700465e-06	9.836635944700461e-06	9.785714285714286e-06	9.30915898617512e-06	6.8245967741935515e-06	7.264861751152077e-06	9.851958525345626e-06	9.917569124423966e-06	9.91324884792627e-06	9.98243087557604e-06	1.0000000000000004e-05	1.0000000000000004e-05	9.997465437788021e-06	9.963133640553003e-06	9.932488479262676e-06	9.963076036866364e-06	9.954377880184336e-06	9.90627880184332e-06
1500	9.978154761904763e-06	9.855297619047625e-06	9.759702380952385e-06	9.233988095238098e-06	6.890952380952381e-06	3.711904761904762e-06	5.94119047619048e-06	9.760119047619052e-06	9.921250000000004e-06	9.90869047619048e-06	9.978750000000003e-06	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05
1600	9.833237327188943e-06	9.783640552995392e-06	9.754953917050692e-06	9.524539170506912e-06	7.848156682027651e-06	4.21676267281106e-06	5.532603686635947e-06	9.514631336405534e-06	9.924711981566823e-06	9.908755760368667e-06	9.974020737327193e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05
1700	9.831130952380954e-06	9.771071428571433e-06	9.744821428571432e-06	9.54654761904762e-06	6.96065476190476e-06	4.10547619047619e-06	6.582976190476192e-06	9.759761904761906e-06	9.913988095238097e-06	9.918154761904764e-06	9.984107142857145e-06	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05	1.0000000000000003e-05
1800	9.842801339285718e-06	9.785379464285718e-06	9.762109375000002e-06	9.480970982142858e-06	7.038002232142858e-06	4.129408482142857e-06	6.403962053571432e-06	9.711886160714291e-06	9.883482142857148e-06	9.823102678571431e-06	9.92276785714286e-06	9.997712053571434e-06	9.998604910714289e-06	9.996875000000008e-06	9.998270089285716e-06	1.0000000000000004e-05	9.997154017857148e-06	9.940401785714289e-06	9.862332589285717e-06
1900	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	9.977415966386562e-06	9.942436974789922e-06	9.96376050420169e-06	9.998739495798328e-06	1.000000000000001e-05	1.000000000000001e-05	1.000000000000001e-05	9.977258403361352e-06	9.9514705882353e-06	9.972741596638664e-06	9.998529411764715e-06
2000	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	9.997377232142863e-06	9.996875000000006e-06	9.998995535714288e-06	9.982756696428577e-06	9.975502232142866e-06	9.947377232142863e-06	9.899218750000006e-06	9.918024553571435e-06	9.90323660714286e-06	9.920591517857146e-06	9.991294642857145e-06	1.0000000000000004e-05	1.0000000000000004e-05	1.0000000000000004e-05	9.99893973214286e-06	9.996149553571435e-06
2100	9.972265625000003e-06	9.185714285714289e-06	8.55558035714286e-06	9.098493303571431e-06	7.544029017857144e-06	3.0162946428571424e-06	3.988002232142857e-06	8.755747767857146e-06	9.950279017857148e-06	9.900613839285718e-06	9.946093750000004e-06	9.999386160714288e-06	1.0000000000000004e-05	9.998437500000005e-06	9.945256696428577e-06	9.917075892857145e-06	9.701227678571433e-06	8.133091517857147e-06	7.213504464285719e-06
