	site
generation	N_variants	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450	2500	2550	2600	2650	2700	2750	2800	2850	2900	2950	3000	3050	3100	3150	3200	3250	3300	3350	3400	3450	3500	3550	3600	3650	3700	3750	3800	3850	3900	3950	4000	4050	4100	4150	4200	4250	4300	4350	4400	4450	4500	4550	4600	4650	4700	4750	4800	4850	4900	4950	5000	5050	5100	5150	5200	5250	5300	5350	5400	5450	5500	5550	5600	5650	5700	5750	5800	5850	5900	5950	6000	6050	6100	6150	6200	6250	6300	6350	6400	6450	6500	6550	6600	6650	6700	6750	6800	6850	6900	6950	7000	7050	7100	7150	7200	7250	7300	7350	7400	7450	7500	7550	7600	7650	7700	7750	7800	7850	7900	7950	8000	8050	8100	8150	8200	8250	8300	8350	8400	8450	8500	8550	8600	8650	8700	8750	8800	8850	8900	8950	9000	9050	9100	9150	9200	9250	9300	9350	9400	9450	9500	9550	9600	9650	9700	9750	9800	9850	9900
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
100	33	nan	nan	nan	nan	nan	nan	0.027777777777777953	0.027777777777777953	nan	0.004329004329004045	0.004329004329004045	nan	nan	nan	0.027777777777777953	0.027777777777777953	nan	nan	0.06666666666666667	0.06666666666666667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.009009009009009016	0.009009009009009016	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	0.07843137254901968	0.07843137254901968	nan	nan	nan	nan	0.009009009009009016	0.009009009009009016	nan	nan	0.022556390977443573	0.022556390977443573	0.025641025641025664	0.025641025641025664	0.022556390977443573	0.022556390977443573	nan	nan	nan	nan	nan	0.009009009009009016	0.009009009009009016	nan	nan	nan	nan	0.0028490028490029146	0.0028490028490029146	nan	0.05263157894736832	0.03913630229419699	0.025641025641025664	0.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	nan	nan	0.3333333333333333	0.25925925925925924	0.22222222222222218	nan	nan	0.025641025641025664	0.025641025641025664	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.2903225806451612	0.2903225806451612	nan	nan	0.17647058823529416	0.17647058823529416	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	0.0196078431372547	0.050344462109167654	0.0810810810810806	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.06265664160401004	0.06265664160401004	0.17562724014336925	0.17562724014336925	nan	nan	nan	nan	nan	nan	nan	nan	0.06265664160401004
200	55	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	0.05263157894736832	0.026090868196131326	0.012820512820512832	nan	nan	0.14285714285714285	0.12698412698412695	0.0568086883876357	0.0025062656641603475	nan	nan	nan	0.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05263157894736832	0.05263157894736832	nan	0.14285714285714285	0.14285714285714285	nan	nan	nan	nan	0.2539184952978055	0.25391849529780564	0.2539184952978057	0.05263157894736832	0.05263157894736832	nan	nan	nan	nan	nan	0.2903225806451612	0.2903225806451612	nan	0.2539184952978055	0.16749978818944333	0.08108108108108114	0.025641025641025664	0.025641025641025664	nan	nan	0.08108108108108114	0.08108108108108114	nan	0.17562724014336925	0.17562724014336925	nan	nan	0.17562724014336925	0.17562724014336925	0.17562724014336895	0.17562724014336895	nan	nan	0.05263157894736832	0.03913630229419699	0.025641025641025664	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.17562724014336925	0.17562724014336925	nan	nan	nan	nan	0.25000000000000017	0.25000000000000017	0.05263157894736832	0.05263157894736832	nan	nan	0.025641025641025664	0.025641025641025664	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.025641025641025664	0.025641025641025664	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	0.11111111111111105	0.11111111111111105	0.14285714285714285	0.14285714285714285	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05263157894736832	0.08187134502923968	0.25335775335775335	0.39560439560439564	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.21212121212121204	0.21212121212121204	0.025641025641025602	0.025641025641025602	nan	0.025641025641025664	0.025641025641025664	0.025641025641025664	nan	nan	nan	0.002666666666666728	0.002666666666666728	nan	nan	nan	nan	0.14285714285714285	0.14285714285714285	nan	0.002666666666666728	0.002666666666666728	nan	nan	nan	0.010416666666666676	0.010416666666666676	0.11111111111111105	0.11111111111111105	nan	nan	nan	nan	0.05333333333333338	0.05333333333333338	nan	nan	nan	nan	nan	0.06265664160401004	0.06265664160401004	nan	nan	nan	nan	nan	0.010989010989010877	0.025494505494505458	0.02156739811912231	0.0031347962382445864	nan	nan	nan	nan	nan	0.17647058823529416	0.17647058823529416	nan	0.014099285199029372
300	50	nan	nan	0.25000000000000017	0.25000000000000017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.010101010101010222	0.010101010101010222	nan	nan	nan	0.010101010101010222	0.010101010101010222	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.17647058823529416	0.17647058823529416	nan	nan	nan	0.05263157894736832	0.05263157894736832	nan	nan	nan	nan	0.2903225806451612	0.21109224674589688	0.17147707979626475	0.025641025641025664	0.0533610533610534	0.08108108108108114	0.03136629452418927	0.03136629452418927	nan	nan	0.13960113960113965	0.13960113960113965	nan	0.3793103448275862	0.3793103448275862	nan	nan	nan	nan	0.2539184952978057	0.153275037122587	0.05263157894736832	nan	0.3793103448275862	0.3793103448275862	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.0533610533610534	0.05311789522315837	0.05263157894736832	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.3333333333333333	0.38095238095238093	0.38095238095238093	0.3333333333333333	0.22558922558922564	0.010101010101010222	nan	nan	nan	nan	nan	nan	0.42857142857142855	0.2271062271062271	0.025641025641025664	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.2310606060606061	0.2310606060606061	nan	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.2903225806451612	0.2903225806451612	nan	nan	nan	0.2903225806451612	0.2903225806451612	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.21212121212121204	0.21212121212121204	nan	nan	nan	nan	nan	0.2903225806451612	0.2903225806451612	nan	0.3793103448275862	0.3793103448275862	nan	0.08108108108108114	0.08108108108108114	nan	0.3793103448275862	0.3793103448275862	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.010000000000000009	0.010000000000000009	nan	nan	nan	nan	0.11111111111111105	0.06055555555555553	0.010000000000000009	0.025202020202020226	0.04040404040404044	nan	nan	nan	nan	nan	nan	nan	nan	nan
400	76	0.04054054054054057	0.08108108108108114	nan	nan	0.025641025641025664	0.022624434389140184	0.0196078431372547	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	0.025641025641025664	0.025641025641025664	0.010416666666666676	0.01302083333333343	0.015625000000000184	nan	0.005714285714285846	0.005714285714285846	0.008065476190476135	0.008065476190476135	0.005714285714285593	0.005714285714285593	0.0	0.007812500000000092	0.04835304054054066	0.08108108108108114	0.003134796238244447	0.028960847995330774	0.04187387387387394	nan	0.0	0.0	0.025641025641025664	0.025641025641025664	nan	nan	nan	0.2539184952978057	0.2539184952978057	nan	nan	nan	0.1378205128205129	0.1378205128205129	0.21600000000000003	0.21600000000000003	nan	0.25000000000000017	0.2664444444444445	0.18501587301587297	0.005714285714285593	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	0.058275058275058376	0.05968337218337233	0.06250000000000022	nan	0.005714285714285593	0.005714285714285593	nan	nan	nan	nan	0.06250000000000022	0.06250000000000022	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	nan	0.3333333333333333	0.27466666666666667	0.19165811965811966	0.2564102564102564	0.22412698412698406	0.005714285714285593	0.025641025641025664	0.12082051282051284	0.21600000000000003	nan	nan	nan	0.21600000000000003	0.21600000000000003	nan	nan	nan	0.08108108108108114	0.08108108108108114	nan	nan	nan	0.025641025641025664	0.11583882783882782	0.14590476190476187	0.09090909090909088	0.17045454545454553	0.25000000000000017	nan	0.21600000000000003	0.21600000000000003	0.025641025641025664	0.025641025641025664	0.08108108108108114	0.14854054054054058	0.21600000000000003	nan	nan	0.21212121212121204	0.21212121212121204	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05263157894736832	0.05263157894736832	nan	nan	0.1814302782044717	0.1814302782044717	0.14285714285714285	0.14285714285714285	nan	nan	0.11111111111111105	0.11111111111111105	0.05263157894736832	0.09774436090225558	0.14285714285714285	nan	nan	nan	0.025641025641025664	0.025641025641025664	0.14285714285714285	0.14285714285714285	0.13227513227513224	0.12698412698412695	nan	nan	nan	nan	nan	0.11111111111111105	0.11111111111111105	nan	nan
500	81	0.05263157894736832	0.05263157894736832	0.05263157894736832	nan	nan	nan	0.17582417582417575	0.17582417582417575	nan	nan	0.39560439560439564	0.39560439560439564	nan	0.03225806451612898	0.03225806451612898	nan	nan	nan	0.20716112531969302	0.2071611253196931	0.20716112531969322	nan	0.20716112531969322	0.20716112531969322	0.18576388888888887	0.18576388888888887	0.2604166666666667	0.2604166666666667	0.05263157894736832	0.1565241228070175	0.2604166666666667	nan	0.2604166666666667	0.2604166666666667	0.2604166666666667	nan	0.2604166666666667	0.14302884615384617	0.025641025641025664	nan	nan	nan	nan	0.03225806451612898	0.14112903225806459	0.25000000000000017	nan	nan	0.5384615384615383	0.5384615384615383	0.3094629156010229	0.3094629156010229	nan	nan	0.282051282051282	0.3675213675213674	0.5384615384615383	nan	nan	0.05263157894736832	0.29554655870445334	0.5384615384615383	0.5384615384615383	0.5384615384615383	0.5384615384615383	0.5384615384615383	nan	0.5384615384615383	0.5384615384615383	nan	nan	0.004329004329004045	0.004329004329004045	0.5384615384615383	0.5384615384615383	nan	nan	nan	0.375	0.21381578947368415	0.21381578947368415	0.375	nan	nan	nan	nan	0.05263157894736832	0.21381578947368415	0.375	nan	0.375	0.20032051282051283	0.028949545078577325	0.03225806451612898	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	0.03225806451612898	0.18279569892473116	0.3333333333333333	0.1929824561403508	0.21565452091767878	0.2564102564102564	0.22222222222222218	0.22222222222222218	0.3333333333333333	nan	nan	0.3333333333333333	0.3333333333333333	nan	nan	0.025641025641025664	0.1794871794871795	0.3333333333333333	nan	nan	nan	nan	0.041666666666666706	0.041666666666666706	0.20726495726495722	0.20726495726495722	0.041666666666666706	0.041666666666666706	0.025641025641025664	0.025641025641025664	0.04166666666666659	0.18749999999999994	0.3333333333333333	nan	0.05263157894736832	0.047149122807017455	0.2900641025641025	0.5384615384615383	0.025641025641025664	0.025641025641025664	0.025641025641025664	nan	0.11111111111111105	0.11111111111111105	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0025062656641602365	0.0025062656641602365	nan	nan	0.11111111111111108	0.11111111111111108	nan	nan	nan	nan	0.11111111111111105	0.08187134502923968	0.0275945618522007	0.00255754475703308	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.06837606837606836	0.11111111111111105	nan	0.11111111111111105	0.06837606837606836	0.025641025641025664	nan	0.11111111111111105	0.11111111111111105	0.11111111111111105	nan
600	58	nan	0.028213166144200583	0.028213166144200583	nan	nan	nan	nan	nan	nan	nan	nan	0.028213166144200583	0.028213166144200583	nan	nan	nan	nan	0.025641025641025727	0.025641025641025727	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.06666666666666667	0.06666666666666667	nan	nan	nan	0.027777777777777953	0.027777777777777953	nan	0.028213166144200583	0.05464712361264086	0.08108108108108114	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.2604166666666667	0.2604166666666667	nan	nan	nan	nan	nan	0.025641025641025664	0.03913630229419699	0.05263157894736832	nan	nan	nan	nan	nan	nan	0.028213166144200583	0.028213166144200583	nan	nan	nan	nan	0.23076923076923078	0.23076923076923078	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.1794871794871795	0.3333333333333333	nan	nan	nan	0.06265664160401004	0.03132832080200502	0.03132832080200502	0.06939391489476379	0.06939391489476379	0.06265664160401004	0.06265664160401004	0.06265664160401004	nan	nan	0.040000000000000036	0.040000000000000036	nan	0.11999999999999995	0.07282051282051281	0.03282051282051285	0.040000000000000036	nan	nan	nan	nan	0.040000000000000036	0.07411255411255405	0.06274170274170271	0.1377777777777778	0.18666666666666668	0.040000000000000036	0.025641025641025664	0.025641025641025664	nan	nan	nan	0.08940836940836934	0.08277322677322677	0.08854700854700857	0.11999999999999995	nan	0.23076923076923078	0.23076923076923078	0.01010101010101011	0.01010101010101011	0.08108108108108114	0.08108108108108114	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	0.17562724014336925	0.17562724014336925	0.05263157894736832	0.05263157894736832	nan	0.17562724014336925	0.17562724014336925	0.5754475703324808	0.5754475703324808	nan	nan	0.17647058823529416	0.3759590792838875	0.5754475703324808	0.25000000000000017	0.25000000000000017	nan	nan	nan	0.20716112531969302	0.20716112531969302	0.25000000000000017	0.25000000000000017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	0.2525252525252525	0.2525252525252525	nan	nan
700	83	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.034670310532379504	0.039336066232617976	0.03948717948717952	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	0.025641025641025664	0.03463787674313989	0.05263157894736832	nan	nan	0.025641025641025664	0.025641025641025664	0.025641025641025664	0.025641025641025664	0.025641025641025664	0.025641025641025664	0.06829568898534415	0.0896230206575034	nan	0.16161616161616174	0.16161616161616174	nan	nan	nan	nan	0.15360501567398113	0.0896230206575034	0.025641025641025664	0.025641025641025664	0.022624434389140184	0.0196078431372547	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	0.025641025641025664	0.0196078431372547	0.0196078431372547	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0896230206575034	0.11095035232966265	0.15360501567398122	0.15360501567398127	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.1794871794871795	0.3333333333333333	0.1929824561403508	0.1929824561403508	nan	0.1794871794871795	0.1794871794871795	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	nan	0.09374999999999997	0.09374999999999997	nan	nan	nan	0.11978292953460024	0.11978292953460024	nan	nan	nan	nan	0.08608186357546957	0.08608186357546957	0.06393861892583115	0.06393861892583114	0.049382535622944715	0.044530507855315926	nan	nan	nan	nan	nan	0.0639386189258312	0.06393861892583115	0.06393861892583115	0.0639386189258312	nan	nan	nan	0.04478982228342838	0.04478982228342838	nan	nan	nan	nan	0.0639386189258311	0.0639386189258311	nan	0.051428571428571344	0.051428571428571344	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	0.05263157894736832	0.05263157894736832	nan	nan	nan	0.05895088707588708	0.04773051023051025	0.0028490028490029146	0.11056511056511054	0.11056511056511054	0.010416666666666676	0.010416666666666676	0.010416666666666676	0.009712837837837846	0.009009009009009016	nan	nan	0.0028490028490029146	0.0028490028490029146	0.0028490028490027884	0.0028490028490027884	nan	nan	nan	0.028213166144200583	0.10234187718974737	0.17647058823529416	nan	nan	nan	nan	nan	0.0	0.007812500000000092	0.04114583333333342	0.04615384615384616	0.025641025641025664	0.05263157894736832
800	45	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.309462915601023	0.309462915601023	0.07836990595611286	0.07836990595611286	nan	nan	nan	0.025641025641025664	0.025641025641025664	0.3094629156010229	0.1810472472741956	0.18104724727419566	0.309462915601023	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	0.11111111111111105	0.11111111111111105	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	0.05263157894736832	0.05263157894736832	nan	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.3333333333333333	0.1794871794871795	0.1794871794871795	nan	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	0.0028490028490029146	0.0028490028490029146	nan	nan	nan	nan	0.3793103448275862	0.3793103448275862	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	nan	0.3749999999999999	0.3749999999999999	nan	nan	nan	nan	nan	nan	0.005714285714285593	0.005714285714285593	nan	nan	nan	nan	nan	nan	0.32266666666666677	0.32266666666666677	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	nan	nan	nan	0.025641025641025664	0.025641025641025664	nan	nan	nan	0.08771929824561396	0.06702654071075119	0.025641025641025664	nan	0.1228070175438596	0.1228070175438596	0.1228070175438596	0.10194404931247036	0.08108108108108114	0.03225806451612898	0.03225806451612898	0.5104166666666665	0.2680288461538461	0.025641025641025664	nan	nan	nan	0.2815241228070175	0.2815241228070175	nan	nan	nan	nan	nan	0.025641025641025664
