generation	size_of_nonrec_region
0	0
25	0
50	0
75	0
100	0
125	0
150	0
175	0
200	0
225	0
250	0
275	0
300	0
325	0
350	0
375	0
400	0
425	0
450	0
475	0
500	0
525	0
550	0
575	0
600	0
625	0
650	0
675	0
700	0
725	0
750	0
775	0
800	0
825	0
850	0
875	0
900	0
925	0
950	0
975	0
1000	0
1025	0
1050	0
1075	0
1100	0
1125	0
1150	0
1175	0
1200	0
1225	0
1250	0
1275	0
1300	0
1325	0
1350	0
1375	0
1400	0
1425	0
1450	0
1475	0
1500	0
1525	0
1550	0
1575	0
1600	0
1625	0
1650	0
1675	0
1700	0
1725	0
1750	0
1775	0
1800	0
1825	0
1850	0
1875	0
1900	0
1925	0
1950	0
1975	0
2000	0
2025	0
2050	0
2075	0
2100	0
2125	0
2150	0
2175	0
2200	0
2225	0
2250	0
2275	0
2300	0
2325	0
2350	0
2375	0
2400	0
2425	0
2450	0
2475	0
2500	1000
2525	1000
2550	1000
2575	1000
2600	1000
2625	1000
2650	1000
2675	1000
2700	1000
2725	1000
2750	1000
2775	1000
2800	1000
2825	1000
2850	1000
2875	1000
2900	1000
2925	1000
2950	0
2975	0
3000	1000
3025	1000
3050	1000
3075	1000
3100	1000
3125	1000
3150	1000
3175	1000
3200	1000
3225	1000
3250	1000
3275	1000
3300	1000
3325	1000
3350	1000
3375	1000
3400	1000
3425	1000
3450	1000
3475	1000
3500	1116
3525	1116
3550	1116
3575	1116
3600	1116
3625	1116
3650	1116
3675	1116
3700	1116
3725	1116
3750	1116
3775	1116
3800	1116
3825	1116
3850	1116
3875	1116
3900	1116
3925	1116
3950	1116
3975	1116
4000	1116
4025	1116
4050	1116
4075	1116
4100	1116
4125	1116
4150	1116
4175	1116
4200	1116
4225	1116
4250	1391
4275	1391
4300	0
4325	1391
4350	1391
4375	1391
4400	1391
4425	1391
4450	1391
4475	1391
4500	1391
4525	1391
4550	1391
4575	1391
4600	1391
4625	1391
4650	1391
4675	1391
4700	1391
4725	1391
4750	1391
4775	1391
4800	1391
4825	1391
4850	1391
4875	1391
4900	1391
4925	1391
4950	1391
4975	1391
5000	1391
5025	1391
5050	1391
5075	1391
5100	1391
5125	1391
5150	1391
5175	1391
5200	1391
5225	1391
5250	1391
5275	1391
5300	1391
5325	1391
5350	1391
5375	1391
5400	1391
5425	1391
5450	1391
5475	1391
5500	1391
5525	1391
5550	1391
5575	1391
5600	1391
5625	1391
5650	1391
5675	1391
5700	1391
5725	1391
5750	1391
5775	1391
5800	1391
5825	1391
5850	1391
5875	1391
5900	1391
5925	1391
5950	1391
5975	1391
6000	1391
6025	1391
6050	1391
6075	1391
6100	1391
6125	1391
6150	1391
6175	1391
6200	1391
6225	1391
6250	1391
6275	1391
6300	1391
6325	1391
6350	1391
6375	1391
6400	1391
6425	1391
6450	1391
6475	1391
6500	1391
6525	1391
6550	1391
6575	1391
6600	1391
6625	1391
6650	1391
6675	1391
6700	1391
6725	1391
6750	1391
6775	1391
6800	1391
6825	1391
6850	1391
6875	1391
6900	1391
6925	1391
6950	1391
6975	1391
7000	1391
7025	1391
7050	1391
7075	1391
7100	1391
7125	1391
7150	1391
7175	1391
7200	1391
7225	1391
7250	1391
7275	1391
7300	1391
7325	1391
7350	1391
7375	1391
7400	1391
7425	1391
7450	1391
7475	1391
7500	1391
7525	1391
7550	1391
7575	1391
7600	1391
7625	1391
7650	1391
7675	1391
7700	1391
7725	1391
7750	1391
7775	1391
7800	1391
7825	1391
7850	1391
7875	1391
7900	1391
7925	1391
7950	1391
7975	1391
8000	1391
8025	1391
8050	1391
8075	1391
8100	1391
8125	1391
8150	1391
8175	1391
8200	1391
8225	1391
8250	1391
8275	1391
8300	1391
8325	1391
8350	1391
8375	1391
8400	1391
8425	1391
8450	1391
8475	1391
8500	1391
8525	1391
8550	1391
8575	1391
8600	1391
8625	1391
8650	1391
8675	1391
8700	1391
8725	1391
8750	1391
8775	1391
8800	1391
8825	1391
8850	1391
8875	1391
8900	1391
8925	1391
8950	1391
8975	1391
9000	1391
9025	1391
9050	1391
9075	1391
9100	1391
9125	1391
9150	1391
9175	1391
9200	1391
9225	1391
9250	1391
9275	1391
9300	1391
9325	1391
9350	1391
9375	1391
9400	1391
9425	1391
9450	1391
9475	1391
9500	1391
9525	1391
9550	1391
9575	1391
9600	1391
9625	1391
9650	1391
9675	1391
9700	1391
9725	1391
9750	1391
9775	1391
9800	1391
9825	1391
9850	1391
9875	1391
9900	1391
9925	1391
9950	1391
9975	1391
10000	1391
