generation	size_of_nonrec_region
0	0
25	0
50	0
75	0
100	0
125	0
150	0
175	0
200	0
225	0
250	0
275	0
300	0
325	0
350	0
375	0
400	0
425	0
450	0
475	0
500	0
525	0
550	0
575	0
600	0
625	0
650	0
675	0
700	0
725	0
750	0
775	0
800	0
825	0
850	0
875	0
900	0
925	0
950	0
975	0
1000	0
1025	0
1050	0
1075	0
1100	0
1125	0
1150	0
1175	0
1200	0
1225	0
1250	0
1275	0
1300	0
1325	0
1350	0
1375	0
1400	0
1425	0
1450	0
1475	0
1500	0
1525	0
1550	0
1575	0
1600	0
1625	0
1650	0
1675	0
1700	0
1725	0
1750	0
1775	0
1800	0
1825	0
1850	0
1875	0
1900	0
1925	0
1950	0
1975	0
2000	0
2025	0
2050	0
2075	0
2100	0
2125	0
2150	0
2175	0
2200	0
2225	0
2250	0
2275	0
2300	0
2325	2493
2350	2493
2375	2493
2400	2493
2425	2493
2450	2493
2475	2493
2500	2493
2525	2493
2550	2493
2575	2493
2600	2493
2625	2493
2650	2493
2675	2493
2700	2493
2725	2493
2750	2493
2775	2493
2800	2493
2825	2493
2850	2493
2875	2493
2900	2493
2925	2493
2950	2493
2975	2493
3000	2493
3025	2493
3050	2493
3075	2493
3100	2493
3125	2493
3150	2493
3175	2493
3200	2493
3225	2493
3250	2493
3275	2493
3300	2493
3325	2493
3350	2493
3375	2493
3400	2493
3425	2493
3450	2493
3475	2493
3500	2493
3525	2493
3550	2493
3575	2493
3600	2493
3625	2493
3650	2493
3675	2493
3700	2493
3725	2493
3750	2493
3775	2493
3800	2493
3825	2493
3850	2493
3875	2493
3900	2493
3925	2493
3950	2493
3975	2493
4000	2493
4025	2493
4050	2493
4075	2493
4100	2493
4125	2493
4150	2493
4175	2493
4200	2493
4225	2493
4250	2493
4275	2493
4300	2493
4325	2493
4350	2493
4375	2493
4400	2493
4425	2493
4450	2493
4475	2493
4500	2493
4525	2493
4550	2493
4575	2493
4600	2493
4625	2493
4650	2493
4675	2493
4700	2493
4725	2493
4750	2493
4775	2493
4800	2493
4825	2493
4850	2493
4875	2493
4900	2493
4925	2493
4950	2493
4975	2493
5000	2493
5025	2493
5050	2493
5075	2493
5100	2493
5125	2493
5150	2493
5175	2493
5200	2493
5225	3440
5250	3440
5275	3440
5300	3440
5325	3440
5350	3440
5375	3440
5400	3440
5425	3440
5450	3440
5475	3440
5500	3440
5525	3440
5550	3440
5575	3440
5600	3440
5625	3440
5650	3440
5675	3440
5700	3440
5725	3440
5750	3440
5775	3440
5800	3440
5825	3440
5850	3440
5875	3440
5900	3440
5925	3440
5950	3440
5975	3440
6000	3440
6025	3440
6050	3440
6075	3440
6100	3440
6125	3440
6150	3440
6175	3440
6200	3440
6225	3440
6250	3440
6275	3440
6300	3440
6325	3440
6350	3440
6375	3440
6400	3440
6425	3440
6450	3440
6475	3440
6500	3440
6525	3440
6550	3440
6575	3440
6600	3440
6625	3440
6650	3440
6675	3440
6700	3440
6725	3440
6750	3440
6775	3440
6800	3440
6825	3440
6850	3440
6875	3440
6900	3440
6925	3440
6950	3440
6975	3440
7000	3440
7025	3440
7050	3440
7075	3440
7100	3440
7125	3440
7150	3440
7175	3440
7200	3440
7225	3440
7250	3440
7275	3440
7300	3440
7325	3440
7350	3440
7375	3440
7400	3440
7425	3440
7450	3440
7475	3440
7500	3440
7525	3440
7550	3440
7575	3440
7600	3440
7625	3440
7650	3440
7675	3440
7700	3440
7725	3440
7750	3440
7775	3440
7800	3440
7825	3440
7850	3440
7875	3440
7900	3440
7925	3440
7950	3440
7975	3440
8000	3440
8025	3440
8050	3440
8075	3440
8100	3440
8125	3440
8150	3440
8175	3440
8200	3440
8225	3440
8250	3440
8275	3440
8300	3440
8325	3440
8350	3440
8375	3440
8400	3440
8425	3440
8450	3440
8475	3440
8500	3440
8525	3440
8550	3440
8575	3440
8600	3440
8625	3440
8650	3440
8675	3440
8700	3440
8725	3440
8750	3440
8775	3440
8800	3440
8825	3440
8850	3440
8875	3440
8900	3440
8925	4410
8950	4410
8975	4410
9000	4410
9025	4410
9050	4410
9075	4410
9100	4410
9125	4410
9150	4410
9175	4410
9200	4410
9225	4410
9250	4410
9275	4410
9300	4410
9325	4410
9350	4410
9375	4410
9400	4410
9425	4410
9450	4410
9475	4410
9500	4410
9525	4410
9550	4410
9575	4410
9600	4410
9625	4410
9650	4410
9675	4410
9700	4410
9725	4410
9750	4410
9775	4410
9800	4410
9825	4410
9850	4410
9875	4410
9900	4410
9925	4410
9950	4410
9975	4410
10000	4410
